date&time,cf,mfs,ts

12/26/2023, 5:44:00 PM,1.76,5548,1703592841
12/26/2023, 5:44:18 PM,1.21,2965,1703592859
12/26/2023, 5:44:38 PM,1.76,5518,1703592878
12/26/2023, 5:44:58 PM,1.85,5836,1703592898
12/26/2023, 5:45:17 PM,1.61,4945,1703592917
12/26/2023, 5:45:54 PM,14.08,22880,1703592954
12/26/2023, 5:46:11 PM,1.14,2374,1703592971
12/26/2023, 5:46:42 PM,7.74,16429,1703593002
12/26/2023, 5:46:56 PM,1,5,1703593017
12/26/2023, 5:47:17 PM,2.02,6416,1703593038
12/26/2023, 5:47:37 PM,1.73,5407,1703593058
12/26/2023, 5:47:54 PM,1.13,2286,1703593075
12/26/2023, 5:48:17 PM,2.85,8604,1703593097
12/26/2023, 5:48:35 PM,1.36,3805,1703593115
12/26/2023, 5:49:02 PM,4.78,12309,1703593142
12/26/2023, 5:49:25 PM,2.92,8786,1703593165
12/26/2023, 5:49:48 PM,2.87,8661,1703593188
12/26/2023, 5:50:05 PM,1.16,2532,1703593205
12/26/2023, 5:50:53 PM,28.45,33142,1703593253
12/26/2023, 5:51:14 PM,2.26,7109,1703593274
12/26/2023, 5:51:33 PM,1.39,3954,1703593293
12/26/2023, 5:51:49 PM,1.1,2006,1703593309
12/26/2023, 5:52:29 PM,17.86,25980,1703593349
12/26/2023, 5:52:49 PM,1.64,5065,1703593369
12/26/2023, 5:53:34 PM,24.94,30958,1703593414
12/26/2023, 5:53:50 PM,1.08,1793,1703593431
12/26/2023, 5:54:38 PM,28.77,33335,1703593478
12/26/2023, 5:54:56 PM,1.33,3642,1703593496
12/26/2023, 5:55:14 PM,1.33,3684,1703593514
12/26/2023, 5:55:29 PM,1.03,1107,1703593530
12/26/2023, 5:55:53 PM,3.22,9428,1703593554
12/26/2023, 5:56:14 PM,2.05,6482,1703593575
12/26/2023, 5:56:36 PM,2.23,7040,1703593597
12/26/2023, 5:56:54 PM,1.27,3290,1703593615
12/26/2023, 5:57:21 PM,4.84,12409,1703593642
12/26/2023, 5:57:40 PM,1.51,4557,1703593661
12/26/2023, 5:57:59 PM,1.3,3520,1703593679
12/26/2023, 5:58:44 PM,2.45,7618,1703593724
12/26/2023, 5:59:27 PM,20.68,28058,1703593767
12/26/2023, 5:59:50 PM,2.92,8782,1703593791
12/26/2023, 6:00:14 PM,2.9,8722,1703593814
12/26/2023, 6:00:30 PM,1.09,1899,1703593830
12/26/2023, 6:00:49 PM,1.62,4980,1703593850
12/26/2023, 6:01:40 PM,34.22,36459,1703593900
12/26/2023, 6:02:01 PM,1.9,6031,1703593921
12/26/2023, 6:02:19 PM,1.31,3530,1703593939
12/26/2023, 6:02:57 PM,14.46,23208,1703593977
12/26/2023, 6:03:40 PM,21.67,28766,1703594020
12/26/2023, 6:03:59 PM,1.37,3851,1703594039
12/26/2023, 6:04:17 PM,1.34,3697,1703594057
12/26/2023, 6:04:39 PM,2.55,7884,1703594079
12/26/2023, 6:04:54 PM,1.03,1100,1703594095
12/26/2023, 6:05:45 PM,32.35,35415,1703594145
12/26/2023, 6:06:05 PM,1.63,5056,1703594166
12/26/2023, 6:06:49 PM,22.23,29144,1703594210
12/26/2023, 6:07:07 PM,1.11,2101,1703594227
12/26/2023, 6:07:26 PM,1.53,4613,1703594246
12/26/2023, 6:07:43 PM,1.21,2904,1703594264
12/26/2023, 6:08:18 PM,11.6,20596,1703594299
12/26/2023, 6:08:39 PM,1.65,5110,1703594319
12/26/2023, 6:09:09 PM,6.61,14991,1703594349
12/26/2023, 6:09:53 PM,22,28983,1703594393
12/26/2023, 6:10:24 PM,6.89,15355,1703594424
12/26/2023, 6:10:42 PM,1.22,3032,1703594442
12/26/2023, 6:11:01 PM,1.49,4432,1703594461
12/26/2023, 6:11:16 PM,1.03,1103,1703594477
12/26/2023, 6:11:40 PM,2.94,8830,1703594501
12/26/2023, 6:12:27 PM,26.03,31652,1703594547
12/26/2023, 6:12:47 PM,1.21,2962,1703594567
12/26/2023, 6:13:04 PM,1.23,3043,1703594584
12/26/2023, 6:13:29 PM,4.1,11144,1703594610
12/26/2023, 6:13:57 PM,5.58,13549,1703594638
12/26/2023, 6:14:19 PM,1.63,5030,1703594659
12/26/2023, 6:14:43 PM,3.35,9697,1703594684
12/26/2023, 6:15:06 PM,2.43,7566,1703594707
12/26/2023, 6:15:22 PM,1,10,1703594722
12/26/2023, 6:15:52 PM,5.36,13218,1703594752
12/26/2023, 6:16:11 PM,1.31,3573,1703594772
12/26/2023, 6:16:32 PM,1.64,5069,1703594792
12/26/2023, 6:16:52 PM,1.53,4605,1703594812
12/26/2023, 6:17:41 PM,28.33,33071,1703594861
12/26/2023, 6:17:59 PM,1.07,1787,1703594879
12/26/2023, 6:18:25 PM,4.22,11351,1703594906
12/26/2023, 6:19:07 PM,18.41,26398,1703594948
12/26/2023, 6:19:32 PM,2.87,8652,1703594972
12/26/2023, 6:19:50 PM,1.16,2532,1703594990
12/26/2023, 6:20:11 PM,1.85,5862,1703595011
12/26/2023, 6:20:33 PM,2.32,7273,1703595033
12/26/2023, 6:20:58 PM,3.43,9879,1703595059
12/26/2023, 6:21:21 PM,1.96,6206,1703595081
12/26/2023, 6:21:45 PM,2.66,8172,1703595105
12/26/2023, 6:22:33 PM,1.12,2195,1703595153
12/26/2023, 6:22:51 PM,1.4,4010,1703595171
12/26/2023, 6:23:15 PM,3.55,10100,1703595196
12/26/2023, 6:23:35 PM,1.46,4296,1703595215
12/26/2023, 6:23:57 PM,1.93,6127,1703595237
12/26/2023, 6:24:22 PM,3.35,9707,1703595262
12/26/2023, 6:24:41 PM,1.3,3517,1703595282
12/26/2023, 6:25:03 PM,1.82,5736,1703595303
12/26/2023, 6:25:21 PM,1.3,3473,1703595322
12/26/2023, 6:25:39 PM,1.16,2538,1703595340
12/26/2023, 6:25:59 PM,1.54,4650,1703595359
12/26/2023, 6:26:32 PM,9.69,18651,1703595393
12/26/2023, 6:27:06 PM,9.82,18783,1703595427
12/26/2023, 6:27:26 PM,1.47,4378,1703595447
12/26/2023, 6:27:52 PM,3.6,10215,1703595472
12/26/2023, 6:28:11 PM,1.52,4602,1703595491
12/26/2023, 6:28:57 PM,24.55,30694,1703595537
12/26/2023, 6:29:31 PM,9.93,18910,1703595572
12/26/2023, 6:30:07 PM,10.66,19664,1703595607
12/26/2023, 6:30:26 PM,1.29,3408,1703595626
12/26/2023, 6:30:56 PM,7.12,15647,1703595657
12/26/2023, 6:31:16 PM,1.63,5020,1703595677
12/26/2023, 6:31:37 PM,1.97,6258,1703595697
12/26/2023, 6:31:56 PM,1.48,4387,1703595716
12/26/2023, 6:32:14 PM,1.23,3035,1703595734
12/26/2023, 6:32:29 PM,1.02,906,1703595750
12/26/2023, 6:32:51 PM,2.02,6393,1703595772
12/26/2023, 6:33:30 PM,14.81,23514,1703595811
12/26/2023, 6:34:00 PM,5.65,13644,1703595840
12/26/2023, 6:34:25 PM,3.04,9041,1703595866
12/26/2023, 6:34:45 PM,1.31,3522,1703595885
12/26/2023, 6:35:30 PM,23.36,29910,1703595930
12/26/2023, 6:35:47 PM,1.12,2280,1703595947
12/26/2023, 6:36:11 PM,3.04,9044,1703595972
12/26/2023, 6:36:31 PM,1.55,4701,1703595992
12/26/2023, 6:36:52 PM,1.71,5338,1703596012
12/26/2023, 6:37:14 PM,1.97,6236,1703596034
12/26/2023, 6:37:42 PM,4.97,12608,1703596062
12/26/2023, 6:38:05 PM,2.22,7014,1703596085
12/26/2023, 6:38:32 PM,4.15,11237,1703596113
12/26/2023, 6:39:41 PM,2.57,7925,1703596181
12/26/2023, 6:40:06 PM,3.14,9271,1703596206
12/26/2023, 6:40:25 PM,1.38,3908,1703596226
12/26/2023, 6:40:43 PM,1.08,1797,1703596243
12/26/2023, 6:41:07 PM,3.02,8995,1703596267
12/26/2023, 6:41:26 PM,1.38,3903,1703596287
12/26/2023, 6:41:53 PM,3.59,10187,1703596313
12/26/2023, 6:42:14 PM,2.12,6694,1703596334
12/26/2023, 6:42:32 PM,1.19,2824,1703596353
12/26/2023, 6:42:57 PM,3.52,10040,1703596378
12/26/2023, 6:43:24 PM,3.46,9931,1703596405
12/26/2023, 6:43:48 PM,3.02,8994,1703596429
12/26/2023, 6:44:07 PM,1.14,2370,1703596447
12/26/2023, 6:44:31 PM,2.8,8506,1703596471
12/26/2023, 6:44:52 PM,1.82,5728,1703596492
12/26/2023, 6:45:13 PM,1.72,5377,1703596513
12/26/2023, 6:45:34 PM,1.82,5737,1703596535
12/26/2023, 6:45:52 PM,1.15,2527,1703596552
12/26/2023, 6:46:11 PM,1.24,3103,1703596571
12/26/2023, 6:46:30 PM,1.65,5106,1703596591
12/26/2023, 6:46:54 PM,2.87,8649,1703596614
12/26/2023, 6:47:09 PM,1,3,1703596629
12/26/2023, 6:47:29 PM,1.4,4002,1703596649
12/26/2023, 6:47:54 PM,3.53,10067,1703596674
12/26/2023, 6:48:14 PM,1.76,5524,1703596694
12/26/2023, 6:48:30 PM,1.06,1558,1703596711
12/26/2023, 6:48:47 PM,1.17,2620,1703596728
12/26/2023, 6:49:29 PM,20.44,27891,1703596770
12/26/2023, 6:49:49 PM,1.71,5336,1703596789
12/26/2023, 6:50:07 PM,1.24,3099,1703596807
12/26/2023, 6:50:28 PM,2.41,7535,1703596829
12/26/2023, 6:50:44 PM,1.08,1895,1703596844
12/26/2023, 6:51:11 PM,4.93,12547,1703596871
12/26/2023, 6:51:33 PM,2.41,7512,1703596893
12/26/2023, 6:51:50 PM,1.22,2971,1703596911
12/26/2023, 6:52:05 PM,1.05,1417,1703596926
12/26/2023, 6:52:27 PM,2.17,6852,1703596947
12/26/2023, 6:52:57 PM,7.43,16046,1703596977
12/26/2023, 6:53:15 PM,1.42,4105,1703596996
12/26/2023, 6:53:34 PM,1.52,4564,1703597015
12/26/2023, 6:53:58 PM,3.31,9633,1703597038
12/26/2023, 6:54:23 PM,4.08,11117,1703597064
12/26/2023, 6:54:40 PM,1.11,2109,1703597081
12/26/2023, 6:55:02 PM,2.35,7350,1703597103
12/26/2023, 6:55:21 PM,1.69,5262,1703597122
12/26/2023, 6:55:39 PM,1.25,3163,1703597139
12/26/2023, 6:56:11 PM,9.28,18201,1703597172
12/26/2023, 6:56:34 PM,2.74,8350,1703597195
12/26/2023, 6:56:55 PM,1.97,6257,1703597216
12/26/2023, 6:57:24 PM,6.6,14977,1703597245
12/26/2023, 6:57:42 PM,1.28,3350,1703597263
12/26/2023, 6:58:07 PM,3.42,9848,1703597287
12/26/2023, 6:58:23 PM,1.06,1672,1703597303
12/26/2023, 6:58:48 PM,3.83,10651,1703597328
12/26/2023, 6:59:13 PM,3.75,10493,1703597353
12/26/2023, 6:59:50 PM,13.4,22281,1703597390
12/26/2023, 7:00:19 PM,5.64,13630,1703597419
12/26/2023, 7:00:37 PM,1.34,3695,1703597438
12/26/2023, 7:01:11 PM,10.22,19210,1703597472
12/26/2023, 7:01:29 PM,1.36,3801,1703597490
